Resonator,C0,R0,Rs,Fres_1,Q_1,kt2_1,Fres_2,Q_2,kt2_2,Fres_3,Q_3,kt2_3,Fres_4,Q_4,kt2_4,Fres_5,Q_5,kt2_5,Fres_6,Q_6,kt2_6,Fres_7,Q_7,kt2_7,Fres_8,Q_8,kt2_8,Fres_9,Q_9,kt2_9,Fres_10,Q_10,kt2_10
R3C5_80MHz_140MHz_Pm20dB_vacuum,5.33215777173736e-14,243286288.648108,20.4107647259287,105072500,11259492.5363866,0.341466770557974,103392500,9590.39241237415,0.00544889976240848,107836250,570.519624619281,0.030935883023612,112133750,244.493421498804,0.00573838526844636,124677500,243.874947042332,0.000404206160890145,88891250,362.264788475082,0.00197279371669581,117177500,257.583990799988,0.000899459843777072,128228750,217.732350885688,0.000284579004054216,88482500,217.732350885688,0.000284579004054216,85193750,217.732350885688,0.000284579004054216
