Resonator,C0,R0,Rs,Fres_1,Q_1,kt2_1,Fres_2,Q_2,kt2_2,Fres_3,Q_3,kt2_3,Fres_4,Q_4,kt2_4,Fres_5,Q_5,kt2_5,Fres_6,Q_6,kt2_6,Fres_7,Q_7,kt2_7,Fres_8,Q_8,kt2_8,Fres_9,Q_9,kt2_9,Fres_10,Q_10,kt2_10
R3C5_80MHz_140MHz_Pm20dB_vacuum,5.32715585204088e-14,43057885.2904804,18.150378063846,105071252.286256,244509.200337594,0.345803298799637,103393591.339275,8875.47061080909,0.00527111755333534,107813569.044615,603.075330829805,0.0294534204313237,112062530.292477,302.60641634353,0.00508555448932825,124793236.958329,279.880731028124,0.00037828574309157,88995729.0080997,342.267105224565,0.000957354624579914,117115297.516104,296.38207502884,0.000814380776076829,128298356.82675,213.620942922544,0.000426837194054758,88482500.0619272,213.621134002847,0.000426837218171787,85193750,213.621134002847,0.000426837218171787
